59,"005680145","PROMENS MONTOIR DE BRETAGNE SAS","LA PROVIDENCE","73 RUE HENRI GAUTIER"
60,"005680541","IMMOBILIERE ATELIERS DAVID","LA LANDE","ROUTE DE SAINT ANDRE DES EAUX"
61,"005720164","SA SAINTE ISABELLE","","236 ROUTE D AMIENS"
62,"005720313","SOCIETE ANONYME DES DUNES DE LA SOMME","","6 RUE DU BOUT D AMONT"
63,"005720362","TERNISIEN DUCLERCQ","","33 PLACE MAX LEJEUNE"
64,"005720552","LALLOT PICARDIE","","ZONE INDUSTRIELLE VALLEE MAZIN"
65,"005720594","LES TRANSPORTS COMMERCIAUX","","92 BOULEVARD VAUBAN"
66,"005720602","SOC IMMOBILIERE MONOPRIX ABBEVILLE","14 A 16","14 RUE MARC BLOCH"
67,"005720610","PICARD MARITIME HAB FOND P DUCLERCQ","PICARDIE MARITIME HABITAT","44 PLACE DE LA LIBERATION"
68,"005720644","ETABLISSEMENTS DEMORTAIN","","4 PLACE DU GENERAL LECLERC"
69,"005720651","SA DES ETS RENE DUFOUR","","10 RUE GENERAL PLESSIER"
70,"005720685","FORGEZ PERE ET FILS","","26 RUE DES PRES"
71,"005720750","IMPRIMERIE F PAILLART","","84 CHAUSSEE MARCADE"
72,"005720784","ETABLISSEMENTS DECAYEUX","","24 RUE JULES GUESDE"
73,"005720784","ETABLISSEMENTS DECAYEUX","","ZONE INDUSTRIELLE"
74,"005720784","ETABLISSEMENTS DECAYEUX","","RUE DU CHEVALIER DE LA BARRE"
75,"005720784","ETABLISSEMENTS DECAYEUX","DE VAUCHELLES","2 CAVEE BIZET"
76,"005720784","ETABLISSEMENTS DECAYEUX","","52 RUE HENRI BARBUSSE"
77,"005720784","ETABLISSEMENTS DECAYEUX","","1 IMPASSE NICEPHORE NIEPCE"
78,"005720784","ETABLISSEMENTS DECAYEUX","","7 RUE DES SARCELLES"
79,"005742580","MONSIEUR LOUIS CHAUVIN","CLINIQUE DU SIEGE","14 RUE DU DOCTEUR HONNORAT"
80,"005750153","TOURING HOTEL","","PLACE MARCEL SAUVAIRE"
81,"005750310","SCI GIGOT","","LOTISSEMENT CHAMPYERCIER"
82,"005750377","GARAGE GIRAUD","SAINT CHRISTOPHE","ROUTE DE MARSEILLE"
83,"005750385","ENTREPRISE COMBA","","ZONE ARTISANALE"
84,"005750385","ENTREPRISE COMBA","ENTREPRISE COMBA","PL DE L'EGLISE"
85,"005750583","SERVICE ASSISTANCE TRANSCATIONS AUTO","","PLACE AIME GASSIER"
86,"005750583","SERVICE ASSISTANCE TRANSCATIONS AUTO","","LIEU DIT LES TERRES NEUVES"
87,"005772330","MONSIEUR ROBERT BOUGOUIN","","CRETUME"
88,"005776505","MONSIEUR BERNARD HERVE","","120 RUE MAURICE SAMBRON"
89,"005780044","PEINTURES SYNTHETIQUES MODERNES","LA VILLE HEULIN","ROUTE DES 4 VENTS"
90,"005780051","PHARMACIE CARE","","94 AVENUE DU GENERAL DE GAULLE"
91,"005780226","SOC LES MEUBLES MARGUY","LONDON ANTIQUES","101 AVENUE DE LA REPUBLIQUE"
92,"005780226","SOC LES MEUBLES MARGUY","LONDON ANTIQUES","13 AVENUE DU GENERAL DE GAULLE"
93,"005780226","SOC LES MEUBLES MARGUY","LONDON ANTIQUES","10 RUE LOUIS BLANQUI"
94,"005780259","HERMEL CHEMISERIE","","14 ROUTE D AVRILLAC"
95,"005780283","HALLEREAU ET COMPAGNIE","","RUE DU CHATEAU GAILLARD"
96,"005780390","TRANSPORTS DE LA BRIERE","","RUE DE LA BRIERE"
97,"005780390","TRANSPORTS DE LA BRIERE","","4 BD LOUIS ANTOINE DE BOUGAINVILLE"
98,"005780515","SCI MAUDUIT","","130 BOULEVARD DES OCEANIDES"
99,"005780580","IMMOBILIERE LOUIS THIRIET","","52 RUE DE LA BIENFAISANCE"
100,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","ESPLANADE DU CASINO","6 ESPLANADE FRANCOIS ANDRE"
101,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","HOTEL ROYAL THALASSO","6 AVENUE PIERRE LOTI"
102,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","LE PONTON","AVENUE DE LA PLAGE"
103,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","CTRE THALASSOTHERAPIE THALGO LA BAULE","AVENUE MARIE LOUISE"
104,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","TENNIS COUNTRY CLUB","113 AV DU MAL DE LATTRE DE TASSIGNY"
105,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","CASTEL MARIE LOUISE","AVENUE HEURTEAU"
106,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","GOLF CLUB LA BAULE","DOMAINE DE ST DENAC"
107,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","EDEN BEACH","5 ESPLANADE FRANCOIS ANDRE"
108,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","HOTEL HERMITAGE","5 ESPLANADE LUCIEN BARRIERE"
109,"005780960","SOC IMM TOURIST HOTEL BAULE SITH BAULE","","136 AVENUE DES ONDINES"
110,"005781133","IDEA GROUPE","","ZAC DE CADREAN"
111,"005781133","IDEA GROUPE","TAA TERMINAL AGRO ALIMENTAIRE","RUE DE LA GOELETTE"
112,"005781133","IDEA GROUPE","","QUAI DES GRANDS PUITS"
113,"005811179","MONSIEUR RENE BOYAVAL","","28 RUE DU CHATEAU D EAU"
114,"005820030","LE PONTHIEU AUTOMOBILE","","AVENUE DU PRESIDENT ROOSEVELT"
115,"005820030","LE PONTHIEU AUTOMOBILE","","8 BOULEVARD DE LA REPUBLIQUE"
116,"005820030","LE PONTHIEU AUTOMOBILE","","277 RUE STEPHANE HESSEL"
117,"005820030","LE PONTHIEU AUTOMOBILE","","10 LES MARETTES"
118,"005820378","ENTREPRISE DEMOUSELLE","DEMOUSELLE","140 RUE DU CHATEAU D EAU"
119,"005820378","ENTREPRISE DEMOUSELLE","DEMOUSELLE","RUE DU CHEMIN VERT"
120,"005820378","ENTREPRISE DEMOUSELLE","DEMOUSELLE","1 RUE DES JACINTHES"
121,"005820378","ENTREPRISE DEMOUSELLE","ACTEMIUM","21 RUE ANDRE MARIE AMPERE"
122,"005820378","ENTREPRISE DEMOUSELLE","DEMOUSELLE","26 RUE RENE DINGEON"
123,"005820378","ENTREPRISE DEMOUSELLE","DEMOUSELLE","140 RUE DU CHATEAU D EAU"
124,"005820428","SOCIETE ANONYME DUCROCQ ET COMPAGNIE","",""
125,"005820477","ETABLISSEMENTS RAOUL DAVERGNE","","31 RUE VICTOR HUGO"
126,"005870027","HOTEL LA CONCORDE","","1 B AVENUE DE LA CONCORDE"
127,"005870779","MONSIEUR JEAN DOUCET","","2 RUE SAGET"
128,"005870787","MADAME FRANCINE JAN","","12 QUAI D AIGUILLON"
129,"005872692","MONSIEUR JEAN BUINO","","4 AVENUE DE CHENONCEAUX"
130,"005872908","MONSIEUR RAYMOND JULIEN","","41 AVENUE LOUIS LAJARRIGE"
131,"005873096","MONSIEUR GILBERT BONHOMMEAU","","QUAI DES MAREES"
132,"005873450","MONSIEUR JEAN AUDUREAU","LE NEPTUNE","17 QUAI JULES SANDEAU"
133,"005873450","MONSIEUR JEAN AUDUREAU","LES FARFADETS","28 QUAI JULES SANDEAU"
134,"005877972","MONSIEUR MARCEL OLIVIER","","RUE DU CROISIC"
135,"005880596","GEDIMO HOLDING","","ZONE INDUSTRIELLE LES BAUCHES"
136,"005880679","SA COOP INTER COLL ACCES PROP ST NAZ","N 26 ET N 30","26 AVENUE LEON BLUM"
137,"005880679","SA COOP INTER COLL ACCES PROP ST NAZ","","14 BOULEVARD DES ANGLAIS"
138,"005880737","ETABLISSEMENTS PITARD FRERES","","ROUTE DU POINT DU JOUR"
139,"005900501","MADAME JEANNE DILHUIDY","","AVENUE DE CUY"
140,"005901657","MONSIEUR GILBERT PHILIPPE","","CHEMIN DE LA BEDAUDAIS"
141,"005910278","MADAME GERMAINE VANDERPOOTEN","","ROUTE D ABBEVILLE"
142,"005911284","MONSIEUR CLAUDE JOUY","A LA BOULE D OR","PL AMIRAL COURBET"
143,"005912209","MONSIEUR RENE WERLE","","18 RUE DU PONT AUX BROUETTES"
144,"005914999","INDIVISION DELECOURT","","11 RUE SAINT VULFRAN"
145,"005920194","SARL BEAUVISAGE TOULLET","","21 RUE DU GENERAL DE GAULLE"
146,"005920194","SARL BEAUVISAGE TOULLET","","10 PLACE DU GENERAL DE GAULLE"
147,"005920194","SARL BEAUVISAGE TOULLET","P A M M","ZAC DE LA HAUTE BORNE"
148,"005940416","MONSIEUR HUBERT SILVI","","LES EYRAUDS"
149,"005942016","MONSIEUR JEAN CERATO","",""
150,"005942875","INDIVISION MASSOT","LA TAVERNE","2 RUE MANUEL"
151,"005944103","MADAME GERMAINE IMBERT","",""
152,"005950134","SARL ETABLISSEMENTS JULIEN ET VERAND","QUARTIER PROVIOU","150 ROUTE DE GAP"
153,"005950159","SOCIETE BARNEAUD ET GIRAUD","SAINT CHRISTOPHE","4 RUE NICEPHORE NIEPCE"
154,"005976048","MONSIEUR ANDRE PERRAULT","","13 BOULEVARD DE L OCEAN"
155,"005976048","MONSIEUR ANDRE PERRAULT","","CITE COUDALERE"
156,"005979737","INDIVISION LE BLOHIC","","21 PLACE DONATIEN LEPRE"
157,"005980016","SOCIETE NAZAIRIENNE DE MECANIQUE","S N M","87 RUE HENRI GAUTIER"
158,"005980461","ENTREPRISE JUDIC","","BOURG "
159,"005980461","ENTREPRISE JUDIC","","6 RUE DES FONDEURS"
160,"006002216","MONSIEUR REMOND FRETAUD","","56 RUE DE NANTES"
161,"006002216","MONSIEUR REMOND FRETAUD","","793 ROUTE DE LOSCOLO"
162,"006004238","MONSIEUR JEAN COUERON","","2 RUE SAINT JULIEN"
163,"006012611","MONSIEUR MARCEL CALIPPE","","HAMEAU MONFLIERES"
164,"006013387","MONSIEUR EMILE ETIENNE","",""
165,"006013742","INDIVISION FLICOT GEORGES","",""
166,"006014724","MONSIEUR GERARD THUILLIER","","83 RUE DES REMPARTS"
167,"006020135","TERNOIS FONDERIE","","29 RUE CHARLES DE GAULLE"
168,"006020135","TERNOIS FONDERIE","","RUE JEAN MOULIN"
169,"006040034","MADAME ALINE SPITALIER","LA RENARDIERE",""
170,"006040034","MADAME ALINE SPITALIER","LA RENARDIERE","43 BOULEVARD VICTOR HUGO"
171,"006040455","MONSIEUR JEAN MARTEL","","12 RUE FONTAINE VIEILLE"
172,"006040828","MONSIEUR FORTUNE VINCENT","CASTELLANE GARAGE","BOULEVARD SAINT MICHEL"
173,"006041099","MONSIEUR ANDRE TARDIEU","AUBERGE BON ACCUEIL","PLACE MARCEL SAUVAIRE"
174,"006041099","MONSIEUR ANDRE TARDIEU","","RUE DU MAZEAU"
175,"006044093","MONSIEUR JACQUES DAVID","","PLACE FREDERIC MISTRAL"
176,"006044531","MONSIEUR ROGER LANDO","","24 RUE MANUEL"
177,"006044564","MONSIEUR CHRISTIAN CHALLIER","","QUARTIER L AIGUILLE"
178,"006044564","MONSIEUR CHRISTIAN CHALLIER","","9 ALLEE DES CYTISES"
179,"006050074","SEM ETUDES AMENA TOURI INDUST SPORT","","PRA LOUP"
180,"006050108","BLANC FRERES ET COMPAGNIE","","2 CHEMIN DE METELINE"
181,"006050116","SOCIETE AGRICOLE A BLANCHET","",""
182,"006074991","MONSIEUR JEAN PERRIO","","30 KER QUESSAUD"
183,"006076434","ETABLISSEMENTS PIED ET PERRAUD","","ROUTE DE LA VILLES MAHAUD"
184,"006079206","MADAME NICOLE CLENET","","1 QUAI JULES SANDEAU"
185,"006080014","OUEST EUROPEENNE PARTICIP PLAC PROMO","","12 B RUE THEODULE RIBOT"
186,"006080170","COOP BREIZH","","10 RUE DU MAINE"
187,"006080170","COOP BREIZH","LIBRAIRIE COOP BREIZH","60 RUE DU PORT"
188,"006080170","COOP BREIZH","","RUE DE GOURIN"
189,"006080170","COOP BREIZH","","16 RUE ELIE FRERON"
190,"006120109","DEGUERVILLE","DONALD","49 RUE LOUIS THUILLIER"
191,"006140032","MONSIEUR ANDRE NEVIERE","","ROUTE DE MANOSQUE"
192,"006140032","MONSIEUR ANDRE NEVIERE","","CHEMIN DU RIAU"
193,"006140750","MONSIEUR HENRI BOMBANA","","QUARTIER SAMSON"
194,"006141303","MONSIEUR ANDRE TESTON","JARDINERIE TESTON ANDRE","BOULEVARD DES TILLEULS"
195,"006141303","MONSIEUR ANDRE TESTON","JARDINERIE TESTON ANDRE","FONDS GLORY"
196,"006141386","MONSIEUR GEORGES SERRAILLER","",""
197,"006141535","MONSIEUR GILLES DARRIOULAT","","LE CHAZELAS"
198,"006141790","MONSIEUR JEAN REPAUX","","QUARTIER LA COMMANDE"
199,"006150072","EXPLOIT REMONTEE MECANIQ SAUZE","",""
200,"006150106","SAVOURE PERE ET FILS","L OURSON","SUPER SAUZE"
201,"006150106","SAVOURE PERE ET FILS","L OURSON","AVENUE DU VERDON"
202,"006150148","LE DAHUT","","HAMEAU LA FOUX"
203,"006172324","MONSIEUR LUCIEN RIALLAND","CUCHET",""
204,"006177430","MONSIEUR HENRI PEROUZE","","20 ROUTE DE CONQUEREUIL"
205,"006179451","MONSIEUR ROGER LECOQ","LA DIGUE","1 RUE DES CHANTIERS"
206,"006180301","SOCIETE FINANCIERE ATLANTIC","","2 RUE GEORGES CLEMENCEAU"
207,"006210041","MONSIEUR PIERRE BOINET","","28 ROUTE NATIONALE"
208,"006220065","ENTREPRISES OSCAR SAVREUX","","HAMEAU DE MAYOCQ"
209,"006240196","MONSIEUR JEAN MERLE","","ESI SU SAUZE"
210,"006240196","MONSIEUR JEAN MERLE","","LE SUPER SAUZE"
211,"006241616","MONSIEUR JHOSEPH DALMASSY","","PLACE DE LA MAIRIE"
212,"006241657","MADAME LUCIENNE COLLOMP","",""
213,"006250104","SICA DES PAVE CONDITIONN FRUIT","",""
214,"006270078","MONSIEUR MARCEL GOIZET","","45 B RUE DE REDON"
215,"006270078","MONSIEUR MARCEL GOIZET","","18 AVENUE MONTCALM"
216,"006270383","MADAME THERESE DON","","RUE DE LA HAUTE LANDE"
217,"006272801","MONSIEUR JEAN CLOUET","","38 RUE MAURICE SAMBRON"
218,"006272801","MONSIEUR JEAN CLOUET","","7 PLACE DU MARCHE"
219,"006280234","LE GAL","","16 RUE DU PAVE DE BEAULIEU"
220,"006280234","LE GAL","LES MARBRERIES DE L'ATLANTIQUE","GAGNERIE DES ROCHETTES"
221,"006280234","LE GAL","","AVENUE JEAN MERMOZ"
222,"006280234","LE GAL","","2 RUE DE LA MATTE"
223,"006280234","LE GAL","","ZONE ARTISANALE DES METAIRIES"
224,"006280234","LE GAL","MARBRERIE DES PAYS DE VILAINE","14 RUE DE BRIANGAUD"
225,"006280234","LE GAL","POMPES FUNEBRES BREVINOISES LE DUC","PARC D ACTIVITES LA GUERCHE"
226,"006280234","LE GAL","POMPES FUNEBRES BREVINOISES LE DUC","PLACE DU MARCHE"
227,"006280234","LE GAL","POMPES FUNEBRES BREVINOISES LE DUC","4 RUE DE BLANDEAU"
228,"006280234","LE GAL","POMPES FUNEBRES BREVINOISES LEDUC","3 PLACE DE LA VICTOIRE"
229,"006280234","LE GAL","PFA","44 RUE DE L EGLISE"
230,"006280234","LE GAL","PFA","2 RUE JULES VERNE"
231,"006280234","LE GAL","PFA","283 AV DU MAL DE LATTRE DE TASSIGNY"
232,"006280234","LE GAL","PFA","61 RUE DE LA VECQUERIE"
233,"006280234","LE GAL","PFA","5 PLACE FRANCOIS BLANCHO"
234,"006280309","COMP ATLAN DONGEOIS DISTRI APPRO CONST","","AVENUE DE LA GARE"
235,"006280309","COMP ATLAN DONGEOIS DISTRI APPRO CONST","","ROUTE DE SAINT ANDRE DES EAUX"
236,"006280309","COMP ATLAN DONGEOIS DISTRI APPRO CONST","","LA BELLE FILLE"
237,"006280309","COMP ATLAN DONGEOIS DISTRI APPRO CONST","","LA NOE BACHELON"
238,"006280309","COMP ATLAN DONGEOIS DISTRI APPRO CONST","","ZONE ARTISANALE "
239,"006280309","COMP ATLAN DONGEOIS DISTRI APPRO CONST","","KERANDREO"
240,"006310650","MONSIEUR MARC DOUTRELEAU","3E ETAGE","48 RUE SAINT MAUR"
241,"006310965","MONSIEUR ANDRE BLONDIAUX","","AVENUE GASTON DE FONTMICHEL"
242,"006320048","SOCIETE DE MOISMONT","","DOMAINE DE MOISMONT"
243,"006340251","MONSIEUR RENE BRES","CROUSET","LE PRA"
244,"006340434","MADAME LYDIA SAMMUT","CHARLY JOUETS CLUB","4 COURS DES ARES"
245,"006341234","MONSIEUR ETIENNE BLANCHETON","","LA ROUGUIERE"
246,"006341374","MONSIEUR FERNAND CLARIOND","LES CLOTS",""
247,"006341887","MONSIEUR RENE BLANC","LA G","808 LES ESPINIERS"
248,"006341887","MONSIEUR RENE BLANC","","LES ESPINIERS"
249,"006341887","MONSIEUR RENE BLANC","BLANC RENE","IMPASSE DE DOUVILLE"
250,"006341945","MONSIEUR JEAN CHABRAND","","LE GRAND PUY"
251,"006341945","MONSIEUR JEAN CHABRAND","",""
252,"006350102","SA IMMOB AGRIC DOM GRDE FUSTE","","LA GRANDE FUSTE"
253,"006350193","ALPES AUTOMOBILES GARAGE DECAROLI","","1 PROMENADE AUBERT MILLOT"
254,"006371470","MONSIEUR MARCEL ORAIN","","3 PLACE DE L EGLISE"
255,"006371470","MONSIEUR MARCEL ORAIN","","7 B ROUTE DE NOTRE DAME DE GRACE"
256,"006380042","LABORATOIRE NUTERGIA","","LIEU DIT LES TAILLADES"
257,"006380042","LABORATOIRE NUTERGIA","","ZONE INDUSTRIELLE DE LA ROTONDE"
258,"006380042","LABORATOIRE NUTERGIA","","LIEU DIT LES GREZES"
259,"006380117","IMPRIMMO","","37 AVENUE DE LA BRIERE"
260,"006380158","ESPACE DOMICILE SA HABITAT LOYER MODER","","13 AVENUE BARBARA"
261,"006380315","HORIZON AUTOMOBILES","","4 ROUTE DE LONCE"
262,"006410120","MONSIEUR GUY MEHAY","","40 RUE MILLEVOYE"
263,"006411136","MADAME ALINE DURAND","","7 PLACE JEAN DE LUXEMBOURG"
264,"006412084","MONSIEUR RENE BLOSSEVILLE","","PLACE DU MARCHE"
265,"006412084","MONSIEUR RENE BLOSSEVILLE","","51 RUE J BOUTROLLE D ESTAIMBUC"
266,"006412209","MONSIEUR GUY DEROSIERE","","670 RUE GEORGES DOUDOUX"
267,"006440374","MONSIEUR GUSTAVE MASCHIO","","ZONE ARTISANALE "
268,"006440648","MONSIEUR ANDRE ILLY","LE VILLAGE",""
269,"006441729","MONSIEUR DANIEL BULTEZ","","PL DE L EGLISE"
270,"006442032","MADAME JEANNINE VENTRE","","29 BOULEVARD GASSENDI"
271,"006450043","SOC FABRI ALIMENT PROV SOFALIP","PERLAMANDE","QUARTIER L INFERNET"
272,"006450225","LOU SAN PEYRE","SCI LA RAMADE","33 ROUTE DE COUDOUX"
273,"006472518","MONSIEUR PIERRE HUDAULT","","RUE DU PORT"
274,"006472948","RENAUDIN GUSTAVE INDIVISION","","7 BOULEVARD BELLANGER"
275,"006474167","BELLIOT GUIHENEUF AGNES INDIV","CAMER","22 RUE DE LA JAUNAIE"
276,"006474696","MONSIEUR MARC PEZERON","","18 RUE GUY MOQUET"
277,"006474779","MONSIEUR JEAN SENAND","","CHEMIN DE KERANTROU"
278,"006480065","TRANSPORTS MORAND FRIGORIFIQUES","TRANSPORTS MORAND","75 RUE HENRI GAUTIER"
279,"006480206","ETS GUILLET FRERES","KERISAC","10 RUE ANDRE CAUX"
280,"006480206","ETS GUILLET FRERES","KERISAC","5 RUE DU CROC DU GRE"
281,"006480248","ETABLISSEMENTS H BRETECHE ET COMPAGNIE","","AVENUE DU BAULOIS"
282,"006510465","MONSIEUR RICHARD BRUANT","","ROUTE DE VERCOURT"
283,"006512057","MONSIEUR ROGER VANDEKERCKHOVE","","26 RUE DES LINGERS"
284,"006512131","MONSIEUR JEAN DECARNE","DECARNE PROMOTION","29 RUE SAINT GILLES"
285,"006512289","MONSIEUR RENE HANNEDOUCHE","","147 CHAUSSEE MARCADE"
286,"006520126","SARL LE GROS TILLEUL","SUR LA PLACE",""
287,"006520266","TRANSPORTS LEROY ET FILS","","755 RUE DU LEVANT"
288,"006540025","MADAME ANITA AMAN","","SAINT MICHEL"
289,"006540629","MONSIEUR JEAN PAYAN","","9 RUE DE L HUBAC"
290,"006541445","MONSIEUR MAX REYNET","","HAMEAU DU SAUZE"
291,"006541445","MONSIEUR MAX REYNET","","4 RUE ANDRE HONNORAT"
292,"006570501","MADAME GINETTE LEBERRE","","3 RUE DE LA GARE"
293,"006570550","MONSIEUR GILBERT BELAY","","16 PLACE DE L EGLISE"
294,"006572291","MONSIEUR JEAN BADEAU","","2 RUE DE NANTES"
295,"006572317","MADAME JOSIANE BERTAUX","","ROUTE DE LA BOSSE"
296,"006572572","MONSIEUR BERNARD CADRO","","33 RUE DE KERVAUDU"
297,"006573273","MONSIEUR LEON ARTUS","","RUE SAINTE CATHERINE"
298,"006573331","MONSIEUR JEAN PROVOST","","LA VALLEE"
299,"006573901","MADAME MARIE CADY","","98 AVENUE SAINT SEBASTIEN"
300,"006573901","MADAME MARIE CADY","","25 AVENUE DE LA VILLES BABIN"
301,"006574586","MONSIEUR JEAN BOMAL","","5 RUE CLAUDE BERNARD"
302,"006574586","MONSIEUR JEAN BOMAL","","5 RUE CLAUDE BERNARD"
303,"006580161","PRODUITS BETON MATERIAUX CONSTRUCTION","PRESQU ILE MENUISERIES","27 RUE PIERRE DE COUBERTIN"
304,"006580195","SOC INDUST POUR DEVELOPP SECURITE","","182 RUE DE TRIGNAC"
305,"006580468","SOCIETE FONCIERE DU GOLF DE LA BRETESC","POUR ACTIVITE LOCATION TERRAIN GOLF","CHS DE LA BRETESCHE"
306,"006580468","SOCIETE FONCIERE DU GOLF DE LA BRETESC","","46 B RUE DES HAUTS PAVES"
307,"006610836","MONSIEUR JACQUES MARCHAND","",""
308,"006611313","MADAME MARIE FORTIER","","69 CHAUSSEE DU BOIS"
309,"006611966","MONSIEUR JEAN PIERRE LEPAGE","",""
310,"006620066","CAOUTCHOUCS MODERNES","","9 RUE DE L EPINOY"
311,"006620124","DECOUPAGE ET MOULAGE D ELASTOMERES","","ROUTE D EMBREVILLE"
312,"006620124","DECOUPAGE ET MOULAGE D ELASTOMERES","LIEUDIT LA CROIX DE FER","RUE CROIX DE FER"
313,"006620165","ETABLISSEMENTS BOULY ET COMPAGNIE","","48 RUE DU GENERAL JEAN CREPIN"
